Id,Rating,Comment,ProductName,Helpfulness_Score,CommentDate,ProductUrl,SubCategory,Raw_Comment,Sentiment
97587241907,5,độ bền_dùng ổn_định tốc_độ đun nahnh có màu đẹp thiết_kế xuất_sắc quá tuyệt_vời xứng_đáng tỏng tầm fias,"Ấm đun siêu tốc, Bình đun nước thủy tinh siêu tốc 2.5L, inox không gỉ dung tích 1.8L METIS tay cầm chống nóng",1,2026-05-05,https://shopee.vn/product/541665853/24422340309,Electronic,"Độ bền:dùng ổn định
Tốc độ đun:nahnh có màu đẹp
Thiết kế:xuất sắc, quá tuyệt vời, xứng đáng tỏng tầm fias",1
97586960285,5,chất_lượng sản_phẩm chất_lượng khá ổn hộp hơi nhỏ nhưng vẫn ổn,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-05,https://shopee.vn/product/541665853/24025177675,Electronic,"Chất lượng sản phẩm:chất lượng khá ổn

hộp hơi nhỏ nhưng vẫn ổn",1
97585720826,5,sóc nói nếu con muốn thu_hút năng_lượng tích_cực hãy đem năng_lượng tích_cực đến cho người khác tất_nhiên không_phải lúc_nào con cũng vui_vẻ hào_hứng được nhưng chỉ một câu chào một nụ cười hay một lời khen dành cho ai đó cũng có_thể khiến họ vui hơn là con nghĩ mọi điều con đem đến trong vũ_trụ này cuối_cùng đều sẽ quay lại với con,"Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao, Chất Liệu Hợp Kim Thép Bền Bỉ Tặng Kèm 2 pin",1,2026-05-05,https://shopee.vn/product/541665853/24522403881,Electronic,"""Sóc nói:

Nếu con muốn thu hút năng lượng tích cực, hãy đem năng lượng tích cực đến cho người khác. 

Tất nhiên, không phải lúc nào con cũng vui vẻ hào hứng được, nhưng chỉ một câu chào, một nụ cười, hay một lời khen dành cho ai đó cũng có thể khiến họ vui hơn là con nghĩ.

Mọi điều con đem đến trong vũ trụ này cuối cùng đều sẽ quay lại với con.",1
97585217177,5,độ_chính_xác can chuan kết_nối bluetooth_dung pin,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-05,https://shopee.vn/product/541665853/24614009220,Electronic,"Độ chính xác:can chuan
Kết nối Bluetooth:dung pin",1
97585118835,5,độ chính_xác chuaanr kết_nối bluetooth chua_ket noois neen chua_bieets thiết_kế mauf dden nhin sang nên mua,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-05,https://shopee.vn/product/541665853/24614009220,Electronic,"Độ chính xác:chuaanr
Kết nối Bluetooth:chua ket noois neen chua bieets
Thiết kế:mauf dden nhin sang

nên mua",1
97584717440,5,độ chính_xác tuong doi thiết_kế gon cửa_hàng giao hàng nhanh đóng_gói bọc cẩn_thận cân mình thấy tương_đối chuẩn đo được nhiều chỉ_số,GÓI BẢO HÀNH ĐIỆN TỬ 1 NĂM cho Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể,1,2026-05-05,https://shopee.vn/product/541665853/43464096616,Electronic,"Độ chính xác:tuong doi
Thiết kế:gon

Shop giao hàng nhanh, đóng gói bọc cẩn thận. Cân mình thấy tương đối chuẩn. Đo được nhiều chỉ số",1
97584717439,5,độ chính_xác chuan kết_nối bluetooth de_dang thiết_kế dep cửa_hàng giao hàng nhanh đóng_gói bọc cẩn_thận cân mình thấy tương_đối chuẩn đo được nhiều chỉ_số,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-05,https://shopee.vn/product/541665853/24614009220,Electronic,"Độ chính xác:chuan
Kết nối Bluetooth:de dang
Thiết kế:dep

Shop giao hàng nhanh, đóng gói bọc cẩn thận. Cân mình thấy tương đối chuẩn. Đo được nhiều chỉ số",1
97584683629,5,thiết_kế khá đẹp_mắt sử_dụng sạc điện rất tuện_lợi phù_hợp theo_dõi sức_khỏe gia_đình,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-05,https://shopee.vn/product/541665853/24614009220,Electronic,"Thiết kế khá đẹp mắt, sử dụng sạc điện rất tuện lợi, phù hợp theo dõi sức khoẻ gia đình",1
97584499539,5,độ chính_xác dc kết_nối bluetooth dc thiết_kế dc giao nhanh đóng_gói tốt_sản phẩn tốt nói_chung là ổn hdhdhdhdhdhdhhdh,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-05,https://shopee.vn/product/541665853/24614009220,Electronic,"Độ chính xác:dc
Kết nối Bluetooth:dc
Thiết kế:dc

Giao nhanh , đóng gói ok , sản phẩn tốt , nói chung là ổn , hdhdhdhdhdhdhhdh",1
97583759682,5,hộp bé quá không_được như quảng_cáo đựng canh và đồ_ăn thì được khay đựng cơm quá nhỏ,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-05,https://shopee.vn/product/541665853/24025177675,Electronic,"Hộp bé quá, không được như quảng cáo, đựng canh và đồ ăn thì được , khay đựng cơm quá nhỏ",1
97582141991,5,đã nhận hàng đày đủ kèm_pin để xài tạm thấy tốt đúng sô không_để xem xài lâu không_thì tính,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-05,https://shopee.vn/product/541665853/24614009220,Electronic,Đã nhận hàng đày đủ kèm pin để xài tạm thấy ok đúng sô kg để xem xài lâu ko thì tính,1
97581999574,5,tb chào_mừng kỷ_niệm các ngày lễ lớn trong tháng 4 tháng 5 và lễ_hội hoa phượng đỏ hải_phòng 2026 với nhiều hoạt_động văn_hóa nghệ_thuật thể_thao du_lịch khởi_công khánh_thành một_số dự_án công_trình trọng_điểm trên địa_bàn thành_phố diễn ra từ tháng 4 đến hết tháng 5 2026 cao_điểm từ ngày 8 14 05 2026,"Ấm đun siêu tốc, Bình đun nước thủy tinh siêu tốc 2.5L, inox không gỉ dung tích 1.8L METIS tay cầm chống nóng",1,2026-05-05,https://shopee.vn/product/541665853/24422340309,Electronic,"[TB] Chào mừng kỷ niệm các ngày lễ lớn trong tháng 4, tháng 5 và Lễ hội Hoa Phượng Đỏ - Hải Phòng 2026 với nhiều hoạt động văn hóa, nghệ thuật, thể thao, du lịch: khởi công, khánh thành một số dự án công trình trọng điểm trên địa bàn thành phố diễn ra từ tháng 4 đến hết tháng 5/2026, cao điểm từ ngày 8 - 14/05/2026.",1
97581951034,5,tb chào_mừng kỷ_niệm các ngày lễ lớn trong tháng 4 tháng 5 và lễ_hội hoa phượng đỏ hải_phòng 2026 với nhiều hoạt_động văn_hóa nghệ_thuật thể_thao du_lịch khởi_công khánh_thành một_số dự_án công_trình trọng_điểm trên địa_bàn thành_phố diễn ra từ tháng 4 đến hết tháng 5 2026 cao_điểm từ ngày 8 14 05 2026,"Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao, Chất Liệu Hợp Kim Thép Bền Bỉ Tặng Kèm 2 pin",1,2026-05-05,https://shopee.vn/product/541665853/24522403881,Electronic,"[TB] Chào mừng kỷ niệm các ngày lễ lớn trong tháng 4, tháng 5 và Lễ hội Hoa Phượng Đỏ - Hải Phòng 2026 với nhiều hoạt động văn hóa, nghệ thuật, thể thao, du lịch: khởi công, khánh thành một số dự án công trình trọng điểm trên địa bàn thành phố diễn ra từ tháng 4 đến hết tháng 5/2026, cao điểm từ ngày 8 - 14/05/2026.",1
97581937013,5,tb chào_mừng kỷ_niệm các ngày lễ lớn trong tháng 4 tháng 5 và lễ_hội hoa phượng đỏ hải_phòng 2026 với nhiều hoạt_động văn_hóa nghệ_thuật thể_thao du_lịch khởi_công khánh_thành một_số dự_án công_trình trọng_điểm trên địa_bàn thành_phố diễn ra từ tháng 4 đến hết tháng 5 2026 cao_điểm từ ngày 8 14 05 2026,Miếng Dán Tường Treo và Cố Định Ổ Cắm Điện Đa Năng,1,2026-05-05,https://shopee.vn/product/541665853/42000644849,Electronic,"[TB] Chào mừng kỷ niệm các ngày lễ lớn trong tháng 4, tháng 5 và Lễ hội Hoa Phượng Đỏ - Hải Phòng 2026 với nhiều hoạt động văn hóa, nghệ thuật, thể thao, du lịch: khởi công, khánh thành một số dự án công trình trọng điểm trên địa bàn thành phố diễn ra từ tháng 4 đến hết tháng 5/2026, cao điểm từ ngày 8 - 14/05/2026.",1
97580609737,5,giữ nhiệt_gia thanh_ổn su_dung tốt_gia rẻ giao hàng nhanh nên mua nha mọi người đóng_gói chắc_chắn,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-05,https://shopee.vn/product/541665853/24025177675,Electronic,"Giữ nhiệt:gia thanh ổn su dung ok

Gia rẻ giao hàng nhanh nên mua nha mn đóng gói chắc chắn",1
97580412017,5,độ_chính_xác ok chất_liệu ok thiết_kế ok,"Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao, Chất Liệu Hợp Kim Thép Bền Bỉ Tặng Kèm 2 pin",1,2026-05-05,https://shopee.vn/product/541665853/24522403881,Electronic,"Độ chính xác:ok
Chất liệu:ok
Thiết kế:ok",1
97579629395,5,giữ nhiệt tốt chất_liệu ok thiết_kế đẹp rất hài_lòng,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-05,https://shopee.vn/product/541665853/24025177675,Electronic,"Giữ nhiệt:tốt
Chất liệu:ok
Thiết kế:đẹp

Rất hài lòng",1
97578964071,5,độ bền_ok tốc_độ đun nhanh thiết_kế depp_bình siêu_tốc rất okila mình rất thích màu hồng này bình_đun rất nhanh mọi người nên mua ạaa,"Ấm đun siêu tốc, Bình đun nước thủy tinh siêu tốc 2.5L, inox không gỉ dung tích 1.8L METIS tay cầm chống nóng",1,2026-05-05,https://shopee.vn/product/541665853/24422340309,Electronic,"Độ bền:ok
Tốc độ đun:nhanh
Thiết kế:depp

Bình siêu tốc rất okila, mình rất thích màu hồng này , bình đun rất nhanh mọi người nên mua ạaa",1
97578638025,5,chất_lượng sản_phẩm tuyệt_vời đóng_gói đẹp chắc_chắn phục_vụ tốt,GÓI BẢO HÀNH ĐIỆN TỬ 1 NĂM cho Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể,1,2026-05-05,https://shopee.vn/product/541665853/43464096616,Electronic,Chất lượng sản phẩm tuyệt vời đóng gói đẹp chắc chắn phục vụ tốt,1
97578630623,5,chất_lượng sản_phẩm tuyệt_vời đóng_gói đẹp chắc_chắn phục_vụ tốt,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-05,https://shopee.vn/product/541665853/24614009220,Electronic,Chất lượng sản phẩm tuyệt vời đóng gói đẹp chắc chắn phục vụ tốt,1
97576626728,5,giao hàng nhanh đủ hình_ảnh mang tính_chất nhận xu sẽ ủng_hộ tiếp_tục,"Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao, Chất Liệu Hợp Kim Thép Bền Bỉ Tặng Kèm 2 pin",1,2026-05-05,https://shopee.vn/product/541665853/24522403881,Electronic,"Giao hàng nhanh, đủ, hình ảnh mang tính chất nhận xu, sẽ ủng hộ tiếp tục",1
97576604619,5,giữ nhiệt_giữ nhiệt_ổn chất_liệu inox_mongr thiết_kế thiết_kế cute dth hop com khá mỏng rất mỏng mỏng_le mỏng_lét mà vẻ bgoaif nhìn đẹp thôi à nên thôi_kệ cho đại 5 sao,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-05,https://shopee.vn/product/541665853/24025177675,Electronic,"Giữ nhiệt:giữ nhiệt ổn
Chất liệu:inox mongr
Thiết kế:thiết kế cute dth

Hop com khá mỏng rất mỏng mỏng le mỏng lét mà vẻ bgoaif nhìn đẹp thôi à nên thôi kệ cho đại 5sao",1
97576513956,5,châdt luonhjw ok nren mua unhr hộ dhop hhgb,"GÓI BẢO HÀNH ĐIỆN TỬ 1 NĂM cho Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao",1,2026-05-05,https://shopee.vn/product/541665853/41814333021,Electronic,"Châdt luonhjw ok, nren mua unhr hộ dhop hhgb",1
97576497148,5,hộp cơm mua nhiều chất_lượng tốt nên mua tiện_lợi nên mua hoigb,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-05,https://shopee.vn/product/541665853/24025177675,Electronic,Hộp cơm mua nhiều chất lượng ok nên mua tiện lợi nên mua hoigb,1
97570382278,5,độ_chính_xác chính_xác chất_liệu không_gỉ thiết_kế đẹp,"Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao, Chất Liệu Hợp Kim Thép Bền Bỉ Tặng Kèm 2 pin",1,2026-05-05,https://shopee.vn/product/541665853/24522403881,Electronic,"Độ chính xác:chính xác
Chất liệu:không gỉ
Thiết kế:đẹp",1
97570329222,5,độ_chính_xác chính_xác thiết_kế nhỏ gọn preview bu o c cha n va_o đo i ta p 32 thôi anh hưng đã vậy rồi thì trang nhận_lời đi em không_tìm được ai tốt hơn ảnh đâu_còn thương lương_thiện hiền_từ như em cũng_nên có một người như lâm ở bên cạnh ad thật,GÓI BẢO HÀNH ĐIỆN TỬ 1 NĂM cho Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể,1,2026-05-05,https://shopee.vn/product/541665853/43464096616,Electronic,"Độ chính xác:chính xác
Thiết kế:nhỏ gọn

Preview Bước chân vào đời tập 32
Thôi anh Hưng đã vậy rồi thì Trang nhận lời đi em, không tìm được ai tốt hơn ảnh đâu.
Còn Thương, lương thiện hiền từ như em cũng nên có một người như Lâm ở bên cạnh, Ad thật :)",1
97564814543,5,công_suất ok nhiệt_độ ok thiết_kế ok hình_ảnh mang tính_chất nhận xu giao hàng hàng nhanh_chóng mua cho mẹ mình sử_dụng hy_vọng sài ổn,GÓI BẢO HÀNH ĐIỆN TỬ 1 NĂM cho Máy Sấy Tóc Ion Âm 5in1 METIS Không Cánh Quạt 3 Tốc Độ Công Suất 2200W 2 Chiều,1,2026-05-04,https://shopee.vn/product/541665853/27890262418,Electronic,"Công suất:ok
Nhiệt độ:ok
Thiết kế:ok

Hình ảnh mang tính chất nhận xu, ship hàng nhanh chóng mua cho mẹ mình sd hy vọng sài ổn",1
97564755207,5,tốc_độ ok chế_độ ok_tiếng ồn_ok hình_ảnh mang tính_chất nhận xu giao hàng hàng nhanh_chóng mua cho mẹ mình hy_vọng sài ổn,Máy Sấy Tóc Ion Âm 5in1 METIS Không Cánh Quạt 3 Tốc Độ Công Suất 2200W 2 Chiều Tặng Kèm Đầu Sấy,1,2026-05-04,https://shopee.vn/product/541665853/26205629994,Electronic,"Tốc độ:ok
Chế độ:ok
Tiếng ồn:ok

Hình ảnh mang tính chất nhận xu, ship hàng nhanh chóng mua cho mẹ mình hy vọng sài ổn",1
97555414702,5,giữ nhiệt_hop com giu nhiet tot chất_liệu inox chac chan_de ve_sinh thiết_kế thiet ke nho_gon tien mang di_lam hình_ảnh chỉ mang tính_chất nhận xu,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-04,https://shopee.vn/product/541665853/24025177675,Electronic,"Giữ nhiệt:hop com giu nhiet tot
Chất liệu:inox chac chan, de ve sinh
Thiết kế:thiet ke nho gon, tien mang di lam

Hình ảnh chỉ mang tính chất nhận xu",1
97555228324,5,độ_chính_xác cân chuẩn kết_nối bluetooth de ket noi thiết_kế nhỏ gọn dễ mang theo okee nên mua rẻ mad_tiện lắm,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-04,https://shopee.vn/product/541665853/24614009220,Electronic,"Độ chính xác:cân chuẩn
Kết nối Bluetooth:de ket noi
Thiết kế:nhỏ gọn dễ mang theo

Okee nên mua rẻ mad tiện lắm",1
97554710996,5,độ_chính_xác cân rất chính_xác thiết_kế thiết_kế đẹp màu_sắc hài_hòa cân tốt và sẽ mua lại,"GÓI BẢO HÀNH ĐIỆN TỬ 1 NĂM cho Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao",1,2026-05-04,https://shopee.vn/product/541665853/41814333021,Electronic,"Độ chính xác:cân rất chính xác
Thiết kế:thiết kế đẹp, màu sắc hài hòa

Cân ok và sẽ mua lại",1
97554710995,5,giữ nhiệt_hộp cơm giữ nhiệt khá tốt cơm nóng lâu chất_liệu inox chắc_chắn dễ vệ_sinh thiết_kế nhỏ gọn dễ mang theo hộp rất tốt,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-04,https://shopee.vn/product/541665853/24025177675,Electronic,"Giữ nhiệt:Hộp cơm giữ nhiệt khá tốt, cơm nóng lâu
Chất liệu:inox chắc chắn, dễ vệ sinh
Thiết kế:nhỏ gọn, dễ mang theo

Hộp rất ok",1
